ID X Y
76.18.4.0.1. 977048.6281 997477.0682
76.23.0.1.0. 977048.7115 997480.5588
76.24.2.0.1. 977049.177 997482.09
76.24A.3.0.1. 977048.3388 997482.041
76.24A.3.0.2. 977048.2392 997481.9756
76.24B.5.0.1. 977049.0922 997481.2077
76.28.0.2.0. 977049.1798 997474.095
76.31.10.0.1. 977054.3034 997478.1237
76.32.8.0.1. 977055.2349 997477.4761
76.33.7.0.1. 977055.1783 997480.1606
76.33A.6.0.1. 977054.5379 997479.4241
76.34.1.0.1. 977058.0913 997484.2713
77.6.1.0.1. 977064.6006 997459.4048
78.1.0.1.0. 977066.3288 997440.8557
78.11.0.3.0. 977059.5486 997435.2077
78.3.2.0.1. 977067.6934 997438.2209
78.8.0.2.0. 977063.8012 997432.3395
79.10.2.0.1. 977063.1263 997414.0173
79.11.0.11.0. 977065.0367 997407.8191
79.21.0.2.0. 977073.731 997422.6785
79.7.3.0.1. 977075.1766 997418.8302
79.8.1.0.1. 977062.8969 997413.0179
8.1.1.0.1. 977202.7086 997517.187
8.1.1.0.2. 977202.6337 997516.9321
8.2.2.0.1. 977201.5621 997516.3415
8.3.0.1.0. 977203.6852 997516.7648
8.3A.4.0.1. 977204.4258 997515.9547
8.4.0.2.0. 977205.1519 997517.7788
80.10.7.0.2. 977060.6677 997404.1497
80.15.0.2.0. 977072.3678 997400.2914
80.23.0.1.0. 977068.9527 997391.1791
80.26.28.4.0.1 977062.0953 997399.6843
80.27.5.0.1. 977065.9483 997400.3346
80.27A.8.0.1. 977066.4253 997399.0802
80.27A.8.0.2. 977066.5679 997399.1791
80.27B.3.0.1. 977064.8255 997398.7242
80.27C.10.0.1. 977064.4484 997399.8253
80.27C.10.0.NI1. 977064.294 997399.9846
80.27C.10.0.NI2. 977064.1706 997399.7902
80.27D.6.0.1 977066.5539 997401.6837
80.37.9.0.1 977063.3265 997403.3887
80.38.12.0.1 977063.7272 997405.4759
80.39.11.0.1 977065.2967 997404.0795
80.7.1.0.1. 977065.3939 997401.7334
80.7.1.0.2. 977065.0587 997401.1208
80.8.2.0.1. 977064.0661 997401.7252
80.8.2.0.2. 977064.1007 997401.5771
81.16.1.0.1. 977081.0069 997382.9846
81.7.0.1.0. 977072.246 997374.1535
82.1.1.0.1. 977087.0626 997360.5986
82.15.0.1.0. 977088.3971 997354.8505
82.18.2.0.1. 977086.7239 997357.5555
82.39.3.0.1. 977083.0325 997363.4539
82.7.4.0.1. 977088.9935 997357.7865
83.32A.32B.0.1.0. 977089.2641 997337.9681
83.9.1.0.1. 977095.6342 997332.5633
84.12.0.2.0. 977052.5403 997388.9007
84.30.0.3.0. 977060.407 997401.9452
84.5.0.1.0. 977053.5666 997387.0464
84.8.0.4.0. 977043.8757 997383.0015
85.10.0.2.0. 977045.913 997374.5714
85.15.1.0.1. 977059.2233 997366.7928
85.9.0.1.0. 977046.6393 997375.8159
86.10.0.1.0. 977052.4026 997354.92
86.33.1.0.1. 977070.4133 997347.0774
87.10.11.0.1. 977059.9889 997329.8768
87.11.0.1.0. 977069.1248 997330.2657
87.12.1.0.1. 977067.062 997334.708
87.12.1.0.2. 977067.0802 997334.6231
87.14.5.0.1. 977057.5888 997342.0014
87.18.7.0.1. 977060.8561 997326.5072
87.18.7.0.2. 977061.2238 997326.6258
87.19.6.0.1. 977061.9515 997327.1971
87.19.6.0.2. 977062.1365 997327.1809
87.20.2.0.1. 977064.3616 997332.9812
87.21.12.0.1. 977061.0189 997329.7077
87.25.8.0.1. 977060.2604 997328.3776
87.26.4.0.1. 977065.4775 997328.2508
87.37.3.0.1. 977067.5899 997327.8092
87.39.9.0.1. 977059.6695 997331.0586
87.7.10.0.1. 977057.7489 997329.184
87.8.0.2.0. 977058.3087 997329.9458
88.1.0.1.0. 977082.4128 997310.3558
88.1A.3.0.1. 977082.0717 997312.0324
88.20.4.0.1. 977060.6186 997318.2346
88.22.6.0.1. 977065.9237 997322.7814
88.24.1.0.1. 977080.0068 997317.8571
88.3.0.2.0. 977078.761 997323.9478
88.4.2.0.1. 977070.6576 997323.2388
88.8.5.0.1. 977064.2097 997320.6441
88.9.0.3.0. 977062.9074 997320.9622
88A.2.0.2.0. 977082.5766 997319.594
88A.3NORTE.2.0.1. 977080.5476 997321.0582
88A.3SUR.1.0.1. 977080.1118 997320.1128
88A.4.0.1.0. 977080.2694 997323.4965
88A.8.0.3.0. 977083.9234 997314.5706
89.2.0.2.0. 977076.3099 997302.0884
89.4.0.1.0. 977070.4854 997305.2079
89A.10.2.0.1. 977088.4736 997302.807
89A.13.1.0.1. 977084.3182 997304.6252
90.4.0.1.0. 977035.3246 997403.0739
90.5.1.0.1. 977030.2018 997405.3331
92.10A.0.1.0. 977040.1772 997377.2523
92.18.1.0.1. 977033.407 997372.498
93.25.1.0.1. 977035.0651 997339.5133
94.1.5.0.1. 977057.1372 997323.46
94.10.0.6.0. 977052.9997 997327.6668
94.12.0.11.0. 977053.4761 997322.2217
94.13.0.2.0. 977051.0635 997320.9089
94.15.4.0.1. 977050.5435 997329.5689
94.17.1.0.1. 977048.3012 997335.9396
94.18.9.0.1. 977046.3482 997336.2872
94.19.2.0.1. 977046.9948 997335.0693
94.2.7.0.1. 977055.809 997322.469
94.26.0.7.0. 977047.8583 997321.9894
94.27.0.10.0. 977047.4159 997323.0956
94.2A.8.0.1. 977054.7261 997322.007
94.3.0.8.0. 977054.9779 997323.5735
94.36.0.4.0. 977043.278 997325.4554
94.37.0.1.0. 977045.8327 997322.1794
94.38.0.9.0. 977045.4884 997321.1772
94.40.49.0.3.0. 977041.706 997322.6824
94.41.42.3.0.1. 977041.5226 997332.9272
94.5.0.12.0. 977055.4106 997328.5042
94.50.51.0.5.0. 977042.5228 997320.5073
94.8.16.6.0.1. 977049.7988 997332.8952
95.15A.25A.0.4.0. 977050.0075 997317.1766
95.16.0.2.0. 977056.9549 997319.1237
95.18.1.0.1. 977054.2605 997316.8359
95.19.5.0.1. 977050.8165 997318.1763
95.2.4.0.1. 977057.6989 997322.4723
95.25.3.0.1. 977049.6547 997316.2709
95.30.0.1.0. 977053.2253 997312.6194
95.32.0.3.0. 977059.7865 997314.1655
95.8.2.0.1. 977050.6499 997319.5874
96.1.1.0.1. 977063.3467 997300.8787
97.7.1.0.1. 977007.9642 997404.4532
97.8.2.0.1. 977007.3169 997402.9637
98.1.0.2.0. 977014.9603 997393.3895
98.15.0.1.0. 977013.126 997374.658
99.1.5.0.1. 977024.8973 997356.1859
99.6.0.1.0. 977019.5422 997373.4452
99.9.0.2.0. 977010.6803 997372.353
A113.21.0.1.0. 976973.3734 997350.4685
A116.60.61.62.14.0.1. 976989.1222 997286.6947
A116.60.61.62.14.0.2. 976988.5842 997286.9176
A116.63.0.13.0. 976988.1429 997289.4928
A117.18.1.0.1. 976989.4398 997281.8297
